COMPANY,EXPERIENCE,LOCATION,TITLE,SALARY,SKILLS,CATEGORY
Paytm,10+ yrs,Ahmedabad,Data Analyst,3700000,R,Languages
IBM,10+ yrs,Ahmedabad,Data Analyst,4200000,AWS,Cloud
Morgan Stanley,10+ yrs,Ahmedabad,Data Analyst,3400000,AWS,Cloud
IBM,10+ yrs,Ahmedabad,Data Analyst,4500000,AWS,Cloud
IBM,10+ yrs,Ahmedabad,Cybersecurity,2400000,AWS,Cloud
IBM,10+ yrs,Ahmedabad,Cybersecurity,2700000,AWS,Cloud
HackerEarth,10+ yrs,Ahmedabad,Cybersecurity,3200000,C,Languages
Anicalls,10+ yrs,Ahmedabad,Data Analyst,4200000,Oracle,Cloud
Infostretch solutions Pvt. Ltd.,0 - 3 yrs,Ahmedabad,Cloud Engineer,800000,ASP.NET,Languages
Infostretch solutions Pvt. Ltd.,0 - 3 yrs,Ahmedabad,Cloud Engineer,500000,ASP.NET,Languages
Infostretch solutions Pvt. Ltd.,0 - 3 yrs,Ahmedabad,Cloud Engineer,700000,ASP.NET,Languages
Infostretch solutions Pvt. Ltd.,0 - 3 yrs,Ahmedabad,Cloud Engineer,700000,ASP.NET,Languages
Infostretch solutions Pvt. Ltd.,0 - 3 yrs,Ahmedabad,Cloud Engineer,500000,ASP.NET,Languages
Infostretch solutions Pvt. Ltd.,0 - 3 yrs,Ahmedabad,Cloud Engineer,400000,ASP.NET,Languages
Abzooba India Infotech Private Limited,0 - 3 yrs,Ahmedabad,Cloud Engineer,800000,ASP.NET,Languages
VEGA Intellisoft Private Limited,0 - 3 yrs,Ahmedabad,Cloud Engineer,600000,ASP.NET,Languages
IBM,0 - 3 yrs,Ahmedabad,Cloud Engineer,500000,ASP.NET,Languages
QuEST Global,0 - 3 yrs,Ahmedabad,Cloud Engineer,700000,Kubernetes,Frameworks
"ChargePoint, Pvt. Ltd.",0 - 3 yrs,Ahmedabad,Cloud Engineer,600000,Flask,Frameworks
Accenture,0 - 3 yrs,Ahmedabad,Cloud Engineer,700000,Docker,Frameworks
GSK India,0 - 3 yrs,Ahmedabad,Cloud Engineer,500000,Docker,Frameworks
ECCENTRIC ENGINE PVT. LTD.,0 - 3 yrs,Ahmedabad,Cloud Engineer,800000,Docker,Frameworks
Serving Skill,0 - 3 yrs,Ahmedabad,Cloud Engineer,600000,Kubernetes,Frameworks
Clairvoyant India Pvt. Ltd.,0 - 3 yrs,Ahmedabad,Cloud Engineer,400000,SQL,Languages
Abzooba India Infotech Private Limited,0 - 3 yrs,Ahmedabad,Cloud Engineer,400000,SQL,Languages
Eagle Genomics Ltd,0 - 3 yrs,Ahmedabad,Cloud Engineer,600000,SQL,Languages
ACI Infotech,0 - 3 yrs,Ahmedabad,Cloud Engineer,700000,SQL,Languages
Aura Cloud,0 - 3 yrs,Ahmedabad,Data Analyst,400000,Oracle,Cloud
KLOUTIX SOLUTIONS PRIVATE LIMITED,4 - 7 yrs,Ahmedabad,Cloud Engineer,1900000,SQL,Languages
Vertex Offshore Services Pvt Ltd,4 - 7 yrs,Ahmedabad,Cloud Engineer,1800000,SQL,Languages
TALENT500 TECH (INDIA) PRIVATE LIMITED,4 - 7 yrs,Ahmedabad,Cloud Engineer,800000,SQL,Languages
Sincro Digital,4 - 7 yrs,Ahmedabad,Cloud Engineer,1400000,AWS,Cloud
Civica,4 - 7 yrs,Ahmedabad,Cloud Engineer,1800000,AWS,Cloud
Diverse Lynx,4 - 7 yrs,Ahmedabad,Cloud Engineer,1300000,AWS,Cloud
cliqhr.com,4 - 7 yrs,Ahmedabad,DevOps Engineer,900000,Kubernetes,Frameworks
cliqhr.com,4 - 7 yrs,Ahmedabad,DevOps Engineer,900000,Kubernetes,Frameworks
Novel Financial Solutions Pvt LTd,4 - 7 yrs,Ahmedabad,DevOps Engineer,1100000,Python,Languages
TalentStack,4 - 7 yrs,Ahmedabad,Blockchain Engineer,2400000,Solidity,Languages
Confidential,4 - 7 yrs,Ahmedabad,Blockchain Engineer,1800000,Solidity,Languages
Career Infosystem,4 - 7 yrs,Ahmedabad,Blockchain Engineer,2200000,Solidity,Languages
Multi Recruit,4 - 7 yrs,Ahmedabad,Blockchain Engineer,2700000,Solidity,Languages
Anlage Infotech (I) Pvt. Ltd.,4 - 7 yrs,Ahmedabad,Blockchain Engineer,3500000,Solidity,Languages
Anlage Infotech (I) Pvt. Ltd.,4 - 7 yrs,Ahmedabad,Data Analyst,1200000,R,Languages
SKYONNTECHNOLOGIES PRIVATE LIMITED,4 - 7 yrs,Ahmedabad,Data Analyst,1500000,R,Languages
BLEND360 INDIA PRIVATE LIMITED,4 - 7 yrs,Ahmedabad,Cybersecurity,900000,JavaScript,Languages
LANDMARK ADV,4 - 7 yrs,Ahmedabad,DevOps Engineer,1500000,Python,Languages
Huquo Consulting Pvt. Ltd,4 - 7 yrs,Ahmedabad,DevOps Engineer,1000000,Python,Languages
WIZSPRINT CONSULTANTS (OPC) PRIVATE LIMITED,8 - 10 yrs,Ahmedabad,Data Engineer,3500000,Azure,Cloud
Jupiter.money,8 - 10 yrs,Ahmedabad,Data Engineer,3600000,Azure,Cloud
RGF Professional Recruitment,8 - 10 yrs,Ahmedabad,Data Engineer,2600000,Azure,Cloud
Prolifics,8 - 10 yrs,Ahmedabad,Data Engineer,3100000,Azure,Cloud
Interactive Brokers,8 - 10 yrs,Ahmedabad,Data Engineer,2700000,PostgreSQL,Cloud
Sentini GeoSol Private Limited,8 - 10 yrs,Ahmedabad,Data Engineer,2500000,PostgreSQL,Cloud
Tide Software,8 - 10 yrs,Ahmedabad,Data Engineer,3000000,PostgreSQL,Cloud
BrickRed Systems,8 - 10 yrs,Ahmedabad,Data Engineer,3000000,PostgreSQL,Cloud
Bondburry Recruitment,8 - 10 yrs,Ahmedabad,Data Engineer,3300000,AWS,Cloud
7G TECHNOLOGY & IT SOLUTIONS LLP,8 - 10 yrs,Ahmedabad,Data Engineer,3600000,Python,Cloud
Amlgo Labs,8 - 10 yrs,Ahmedabad,Web Developer,2500000,HTML,Languages
Symphoni HR Private Limited,8 - 10 yrs,Ahmedabad,Web Developer,1500000,HTML,Languages
Accenture,8 - 10 yrs,Ahmedabad,Web Developer,2400000,HTML,Languages
NTT DATA,8 - 10 yrs,Ahmedabad,Web Developer,2400000,HTML,Languages
Morgan Stanley,8 - 10 yrs,Ahmedabad,Web Developer,1600000,HTML,Languages
eClerx,8 - 10 yrs,Ahmedabad,Web Developer,2300000,HTML,Languages
SKILLVENTORY,8 - 10 yrs,Ahmedabad,Web Developer,2200000,HTML,Languages
CODEFORCE 360 PRIVATE LIMITED,8 - 10 yrs,Ahmedabad,Web Developer,2200000,HTML,Languages
Krazy Mantra HR Solutions Pvt. Ltd,8 - 10 yrs,Ahmedabad,Web Developer,2000000,Java,Languages
Career Catalysts HRC Pvt. Ltd.,8 - 10 yrs,Ahmedabad,Web Developer,1600000,Java,Languages
Select Source International Private Limited,8 - 10 yrs,Ahmedabad,Web Developer,1400000,Java,Languages
Harjai Computers Pvt Ltd,8 - 10 yrs,Ahmedabad,Web Developer,1800000,Java,Languages
Wavelabs Technologies Private Limited,8 - 10 yrs,Ahmedabad,Web Developer,2100000,Java,Languages
Joveo,8 - 10 yrs,Ahmedabad,Web Developer,1600000,Java,Languages
Careerera,8 - 10 yrs,Ahmedabad,Web Developer,2000000,Java,Languages
EXCELVANA PVT. LTD,8 - 10 yrs,Ahmedabad,Web Developer,1500000,Java,Languages
PreludeSys,8 - 10 yrs,Ahmedabad,Web Developer,2000000,Java,Languages
Agilisium Consulting,8 - 10 yrs,Ahmedabad,Web Developer,2200000,Java,Languages
Micron Tech,8 - 10 yrs,Ahmedabad,Web Developer,2100000,Java,Languages
experionglobal,8 - 10 yrs,Ahmedabad,Web Developer,2400000,Azure,Cloud
Clarivate,8 - 10 yrs,Ahmedabad,Web Developer,1500000,Java,Languages
Accenture,8 - 10 yrs,Ahmedabad,Web Developer,2100000,Java,Languages
Accenture,8 - 10 yrs,Ahmedabad,Web Developer,1600000,Java,Languages
NortonLifeLock,8 - 10 yrs,Ahmedabad,Web Developer,2500000,Java,Languages
TresVista Financial,8 - 10 yrs,Ahmedabad,Web Developer,2200000,Java,Languages
PEPSI FOODS PRIV LIMITED,8 - 10 yrs,Ahmedabad,Web Developer,1600000,Java,Languages
Synergy Innovation,8 - 10 yrs,Ahmedabad,Web Developer,1400000,Java,Languages
Vision Unlimited,8 - 10 yrs,Ahmedabad,Web Developer,2300000,Java,Languages
Arrow Electronics,8 - 10 yrs,Ahmedabad,Web Developer,2100000,Java,Languages
Schneider Electric,8 - 10 yrs,Ahmedabad,Web Developer,1600000,GCP,Cloud
Cargill,8 - 10 yrs,Ahmedabad,Web Developer,1600000,GCP,Cloud
Alphacom Systems and Solutions Pvt Ltd,8 - 10 yrs,Ahmedabad,Web Developer,1900000,GCP,Cloud
First American (India) Pvt Ltd,8 - 10 yrs,Ahmedabad,Web Developer,2300000,GCP,Cloud
Akamai,8 - 10 yrs,Ahmedabad,Web Developer,1600000,GCP,Cloud
Assetmonk Hospitality Pvt. Ltd,8 - 10 yrs,Ahmedabad,Web Developer,2000000,GCP,Cloud
Accenture,8 - 10 yrs,Ahmedabad,Web Developer,2300000,GCP,Cloud
TE Connectivity,8 - 10 yrs,Ahmedabad,Web Developer,1700000,GCP,Cloud
Satin Finserv Limited,8 - 10 yrs,Ahmedabad,Web Developer,2500000,JavaScript,Languages
Dell Technologies,8 - 10 yrs,Ahmedabad,Web Developer,2100000,JavaScript,Languages
RIMPAC HR SERVICES LLP,8 - 10 yrs,Ahmedabad,Web Developer,1500000,JavaScript,Languages
Bolster Inc,8 - 10 yrs,Ahmedabad,Web Developer,1800000,JavaScript,Languages
Accenture,8 - 10 yrs,Ahmedabad,Web Developer,1700000,JavaScript,Languages
Hotstar,8 - 10 yrs,Ahmedabad,Web Developer,1600000,JavaScript,Languages
Brickwork Ratings Private Limited,8 - 10 yrs,Ahmedabad,Web Developer,1600000,JavaScript,Languages
Dell International Services IndiaPrivate Limited,8 - 10 yrs,Ahmedabad,Web Developer,2300000,JavaScript,Languages
TaskUs,8 - 10 yrs,Ahmedabad,Web Developer,2200000,JavaScript,Languages
BCD Travel,8 - 10 yrs,Ahmedabad,Web Developer,2300000,JavaScript,Languages
NTT DATA,8 - 10 yrs,Ahmedabad,Web Developer,2400000,JavaScript,Languages
M/S Rahul Akole,8 - 10 yrs,Ahmedabad,Web Developer,2400000,JavaScript,Languages
iQuanti,8 - 10 yrs,Ahmedabad,Web Developer,2300000,JavaScript,Languages
Flipkart,8 - 10 yrs,Ahmedabad,Web Developer,1500000,JavaScript,Languages
Anicalls,8 - 10 yrs,Ahmedabad,Web Developer,2400000,JavaScript,Languages
Flexisales,8 - 10 yrs,Ahmedabad,Web Developer,1900000,JavaScript,Languages
JPMorgan Chase,8 - 10 yrs,Ahmedabad,Web Developer,2400000,Git,Tools
Resource Access Management Solutions Pvt. Ltd.,8 - 10 yrs,Ahmedabad,Web Developer,2100000,Git,Tools
Morningstar,8 - 10 yrs,Ahmedabad,Web Developer,2400000,Git,Tools
Deep Learning Computer Vision company,8 - 10 yrs,Ahmedabad,Web Developer,2400000,Git,Tools
Talpro,8 - 10 yrs,Ahmedabad,Web Developer,1500000,Git,Tools
Huquo Consulting Pvt. Ltd,8 - 10 yrs,Ahmedabad,Web Developer,1700000,Express.js,Frameworks
Silicon Valley Bank,8 - 10 yrs,Ahmedabad,Cloud Engineer,3400000,AWS,Cloud
Microland,8 - 10 yrs,Ahmedabad,Cloud Engineer,2500000,AWS,Cloud
milestone internet marketing pvt ltd,8 - 10 yrs,Ahmedabad,Cloud Engineer,3200000,AWS,Cloud
netskope,8 - 10 yrs,Ahmedabad,Cloud Engineer,2600000,AWS,Cloud
TekFortune Inc.,8 - 10 yrs,Ahmedabad,Cloud Engineer,3500000,AWS,Cloud
cloudneeti,8 - 10 yrs,Ahmedabad,Cloud Engineer,2500000,AWS,Cloud
Kings Labs Technologies,8 - 10 yrs,Ahmedabad,Cloud Engineer,3300000,AWS,Cloud
Forte Research Systems Private Limited,8 - 10 yrs,Ahmedabad,Cloud Engineer,3200000,AWS,Cloud
Splenta Systems Pvt Ltd,8 - 10 yrs,Ahmedabad,Cloud Engineer,3200000,AWS,Cloud
ZENSARK INDIA PRIVATE LTD,8 - 10 yrs,Ahmedabad,Cloud Engineer,2800000,AWS,Cloud
Accenture,8 - 10 yrs,Ahmedabad,Cloud Engineer,3500000,AWS,Cloud
Deutsche Bank,8 - 10 yrs,Ahmedabad,Cloud Engineer,3300000,AWS,Cloud
Accenture,8 - 10 yrs,Ahmedabad,Cloud Engineer,2800000,GCP,Cloud
Deutsche Bank,8 - 10 yrs,Ahmedabad,Cloud Engineer,3100000,GCP,Cloud
Delhivery,8 - 10 yrs,Ahmedabad,DevOps Engineer,2400000,Python,Languages
Wipro,8 - 10 yrs,Ahmedabad,DevOps Engineer,2200000,Python,Languages
AdviserLogic,8 - 10 yrs,Ahmedabad,DevOps Engineer,1900000,Ansible,Tools
Commcise,8 - 10 yrs,Ahmedabad,DevOps Engineer,1800000,Ansible,Tools
cloudneeti,8 - 10 yrs,Ahmedabad,DevOps Engineer,2400000,Ansible,Tools
Loylty Rewardz Management,8 - 10 yrs,Ahmedabad,DevOps Engineer,2400000,Ansible,Tools
E&Y,8 - 10 yrs,Ahmedabad,DevOps Engineer,2000000,Ansible,Tools
Hortonworks Inc.,4 - 7 yrs,Ahmedabad,Blockchain Engineer,2000000,Solidity,Languages
Gojek,4 - 7 yrs,Ahmedabad,Blockchain Engineer,3200000,Solidity,Languages
Gojek,4 - 7 yrs,Ahmedabad,Blockchain Engineer,3400000,Solidity,Languages
ITC Infotech,4 - 7 yrs,Ahmedabad,Blockchain Engineer,3000000,Solidity,Languages
Consero Global,8 - 10 yrs,Ahmedabad,DevOps Engineer,2400000,MongoDB,Databases
Slice,8 - 10 yrs,Ahmedabad,DevOps Engineer,2600000,MongoDB,Databases
Bangalore Software Services Pvt Ltd.,8 - 10 yrs,Ahmedabad,DevOps Engineer,1800000,SQL,Languages
Litmass Analytics,8 - 10 yrs,Ahmedabad,DevOps Engineer,2600000,SQL,Languages
Cytiva,8 - 10 yrs,Ahmedabad,DevOps Engineer,1900000,SQL,Languages
RGF Professional Recruitment,8 - 10 yrs,Ahmedabad,DevOps Engineer,2000000,SQL,Languages
PPD,8 - 10 yrs,Ahmedabad,DevOps Engineer,2200000,SQL,Languages
BANGALORE STRATEGIC SOLUTIONS PRIVATE LIMITED,8 - 10 yrs,Ahmedabad,DevOps Engineer,2700000,SQL,Languages
Synechron,8 - 10 yrs,Ahmedabad,DevOps Engineer,2100000,SQL,Languages
Syncron International AB,8 - 10 yrs,Ahmedabad,DevOps Engineer,2200000,SQL,Languages
Kyndryl,8 - 10 yrs,Ahmedabad,DevOps Engineer,1900000,SQL,Languages
Mindtree,8 - 10 yrs,Ahmedabad,DevOps Engineer,2500000,SQL,Languages
Huquo Consulting Pvt. Ltd,8 - 10 yrs,Ahmedabad,DevOps Engineer,2700000,SQL,Languages
COVENANTMINDS PRIVATE LIMITED,8 - 10 yrs,Ahmedabad,DevOps Engineer,2100000,SQL,Languages
Aspiration,8 - 10 yrs,Ahmedabad,DevOps Engineer,2100000,Azure,Cloud
Exela EHRS Hiring for NUKG Business Solutions,8 - 10 yrs,Ahmedabad,DevOps Engineer,1900000,Azure,Cloud
Aideexpert Advisory,8 - 10 yrs,Ahmedabad,Cybersecurity,1700000,JavaScript,Languages
Epiqsystems India Private Limited,8 - 10 yrs,Ahmedabad,Cybersecurity,1800000,JavaScript,Languages
Luxoft,8 - 10 yrs,Ahmedabad,Cybersecurity,1300000,JavaScript,Languages
Guardian,8 - 10 yrs,Ahmedabad,Cybersecurity,2000000,JavaScript,Languages
Clarivate,8 - 10 yrs,Ahmedabad,Cybersecurity,1600000,Wireshark,Tools
Sahasya Global Solutions,8 - 10 yrs,Ahmedabad,Cybersecurity,1700000,Firewalls,Tools
E&Y,8 - 10 yrs,Ahmedabad,Cybersecurity,1900000,AWS,Cloud
Uber,8 - 10 yrs,Ahmedabad,Cybersecurity,1800000,Azure,Cloud
Quickxpert infotech,8 - 10 yrs,Ahmedabad,Cybersecurity,1300000,C,Languages
TalentStack,8 - 10 yrs,Ahmedabad,Cybersecurity,1400000,C,Languages
Vision Beyond Resources India Private Limited,8 - 10 yrs,Ahmedabad,Cybersecurity,1200000,C,Languages
Persistent,8 - 10 yrs,Ahmedabad,Cybersecurity,1600000,C,Languages
MOTHERSONSUMI INFOTECH DESIGNS LIMITED,8 - 10 yrs,Ahmedabad,Cybersecurity,1600000,C,Languages
Ziphertech,8 - 10 yrs,Ahmedabad,Cybersecurity,1300000,C,Languages
NeenOpal Intelligent Solutions Pvt. Ltd.,8 - 10 yrs,Ahmedabad,Cybersecurity,1200000,JavaScript,Languages
SecureWorks,8 - 10 yrs,Ahmedabad,Data Analyst,2700000,R,Languages
MG GLOBAL,8 - 10 yrs,Ahmedabad,Data Analyst,2200000,R,Languages
NTT DATA,8 - 10 yrs,Ahmedabad,Data Analyst,2300000,AWS,Cloud
Concerto HealthAI,4 - 7 yrs,Ahmedabad,Data Analyst,1100000,SAS,Tools
Career Infosystem,4 - 7 yrs,Ahmedabad,Data Analyst,1100000,R,Languages
TALENT500 TECH (INDIA) PRIVATE LIMITED,4 - 7 yrs,Ahmedabad,Data Analyst,1000000,SQL,Languages
Orcapod Consulting Services Private Limited,4 - 7 yrs,Ahmedabad,Data Analyst,900000,R,Languages
AgreeYa,4 - 7 yrs,Ahmedabad,Data Analyst,1400000,Oracle,Cloud
Mactores,4 - 7 yrs,Ahmedabad,Data Analyst,1800000,Oracle,Cloud
VIAPROM Analytics,4 - 7 yrs,Ahmedabad,Data Analyst,900000,Oracle,Cloud
Bigshyft Hiring for Indium Software,4 - 7 yrs,Ahmedabad,Data Analyst,1800000,Oracle,Cloud
Tanla Solutions Ltd,4 - 7 yrs,Ahmedabad,Data Analyst,1100000,Oracle,Cloud
WPP IT,4 - 7 yrs,Ahmedabad,Data Analyst,1700000,MongoDB,Databases
Paytm,4 - 7 yrs,Ahmedabad,Data Analyst,900000,MongoDB,Databases
Ipseity Group,4 - 7 yrs,Ahmedabad,Data Analyst,1900000,MongoDB,Databases
Ipseity Group,4 - 7 yrs,Ahmedabad,Data Analyst,1400000,MongoDB,Databases
ION,4 - 7 yrs,Ahmedabad,Data Analyst,1700000,Tableau,Tools
Diverse Lynx,4 - 7 yrs,Ahmedabad,Data Analyst,1300000,Tableau,Tools
Squircle IT Consulting Services Pvt Ltd,4 - 7 yrs,Ahmedabad,Data Analyst,800000,Tableau,Tools
dotsolved,4 - 7 yrs,Ahmedabad,Data Analyst,1000000,Python,Languages
IHS Markit,4 - 7 yrs,Ahmedabad,Data Analyst,1600000,Python,Languages
Perfect Day,4 - 7 yrs,Ahmedabad,Data Analyst,1200000,Python,Languages
Uber,4 - 7 yrs,Ahmedabad,Data Analyst,1100000,Python,Languages
Confidential,4 - 7 yrs,Ahmedabad,Data Analyst,1000000,Tableau,Tools
Prevalent AI India Private Limited,4 - 7 yrs,Ahmedabad,Data Analyst,1800000,Tableau,Tools
Convate Consultancy Services Pvt Ltd,4 - 7 yrs,Ahmedabad,Data Analyst,1300000,Tableau,Tools
DataToBiz,4 - 7 yrs,Ahmedabad,Data Analyst,800000,Tableau,Tools
Quality Matrix Inc,4 - 7 yrs,Ahmedabad,Data Analyst,1300000,Tableau,Tools
Luxoft,4 - 7 yrs,Ahmedabad,Data Analyst,1400000,Tableau,Tools
MENORAH PERSONNEL MANAGEMENT INDIA PRIVATE LIMITED,4 - 7 yrs,Ahmedabad,Data Analyst,1600000,Tableau,Tools
MediBuddy,4 - 7 yrs,Ahmedabad,Data Analyst,1800000,Tableau,Tools
Kaizen SRA Technologies Pvt. Ltd.,4 - 7 yrs,Ahmedabad,Data Analyst,800000,Tableau,Tools
Wissen Infotech,4 - 7 yrs,Ahmedabad,Data Analyst,2000000,PostgreSQL,Cloud
Multi Recruit,4 - 7 yrs,Ahmedabad,Data Analyst,1200000,PostgreSQL,Cloud
VEGA Intellisoft Private Limited,4 - 7 yrs,Ahmedabad,Data Analyst,1600000,PostgreSQL,Cloud
Relevance Lab Inc,4 - 7 yrs,Ahmedabad,Data Analyst,1700000,PostgreSQL,Cloud
MEERO,4 - 7 yrs,Ahmedabad,Data Analyst,1800000,PostgreSQL,Cloud
Xpheno,4 - 7 yrs,Ahmedabad,Data Analyst,800000,Django,Frameworks
Dell International Services IndiaPrivate Limited,4 - 7 yrs,Ahmedabad,Data Analyst,1600000,Django,Frameworks
Accenture,4 - 7 yrs,Ahmedabad,Data Analyst,1000000,Django,Frameworks
Accenture,4 - 7 yrs,Ahmedabad,Data Analyst,1500000,Django,Frameworks
Accenture,4 - 7 yrs,Ahmedabad,Data Analyst,1500000,Django,Frameworks
Huquo Consulting Pvt. Ltd,4 - 7 yrs,Ahmedabad,Data Analyst,1000000,Django,Frameworks
Mount Talent Consulting Private Limited,4 - 7 yrs,Ahmedabad,Data Analyst,1400000,Django,Frameworks
Blue Yonder,4 - 7 yrs,Ahmedabad,Data Analyst,1600000,Django,Frameworks
Confidential,4 - 7 yrs,Ahmedabad,Data Analyst,1200000,Django,Frameworks
Exploro Solutions,4 - 7 yrs,Ahmedabad,Data Analyst,1600000,Django,Frameworks
Serving Skill,4 - 7 yrs,Ahmedabad,Data Analyst,1600000,SQL,Languages
Sollys Consulting and Solutions Pvt Ltd,4 - 7 yrs,Ahmedabad,Data Analyst,1300000,SQL,Languages
ValueLabs,4 - 7 yrs,Ahmedabad,Data Analyst,1000000,SQL,Languages
NIVEUS SOLUTIONS PRIVATE LIMITED,4 - 7 yrs,Ahmedabad,Data Analyst,1900000,PostgreSQL,Cloud
cartrack,4 - 7 yrs,Ahmedabad,Data Analyst,900000,Excel,Tools
Triangle Global,4 - 7 yrs,Ahmedabad,Data Analyst,1700000,Excel,Tools
Sutherland Global Services Inc,4 - 7 yrs,Ahmedabad,Cybersecurity,1800000,C,Languages
Prodapt Solutions Private Limited,4 - 7 yrs,Ahmedabad,Cybersecurity,1100000,C,Languages
Zauba Technologies & Data Services Private Limited,4 - 7 yrs,Ahmedabad,Cybersecurity,1800000,C,Languages
newscorp,4 - 7 yrs,Ahmedabad,Cybersecurity,900000,C,Languages
Zone IT,4 - 7 yrs,Ahmedabad,Cybersecurity,900000,AWS,Cloud
Executive Selection India,4 - 7 yrs,Ahmedabad,Cybersecurity,1500000,Wireshark,Tools
Sharechat,4 - 7 yrs,Ahmedabad,Cybersecurity,1100000,Wireshark,Tools
ACI Infotech,4 - 7 yrs,Ahmedabad,Cybersecurity,1000000,Wireshark,Tools
MoreYeahs IT Technologies Private Limited,4 - 7 yrs,Ahmedabad,Cybersecurity,1100000,Wireshark,Tools
aarete,4 - 7 yrs,Ahmedabad,Cybersecurity,1100000,Wireshark,Tools
Ontrack HR services Pvt Ltd,4 - 7 yrs,Ahmedabad,Cybersecurity,1400000,Wireshark,Tools
SKYONNTECHNOLOGIES PRIVATE LIMITED,4 - 7 yrs,Ahmedabad,Cybersecurity,1800000,Wireshark,Tools
Orcapod Consulting Services Private Limited,4 - 7 yrs,Ahmedabad,Cybersecurity,900000,Wireshark,Tools
T & A Solutions,4 - 7 yrs,Ahmedabad,Cybersecurity,1100000,Wireshark,Tools
RGF Professional Recruitment,4 - 7 yrs,Ahmedabad,Cybersecurity,1900000,Wireshark,Tools
Macquarie Group,4 - 7 yrs,Ahmedabad,Cybersecurity,1200000,Wireshark,Tools
RevenueMantra Digital Media,4 - 7 yrs,Ahmedabad,Cybersecurity,1400000,Wireshark,Tools
Objectwin,4 - 7 yrs,Ahmedabad,Data Analyst,1600000,Excel,Tools
Advance Auto Parts,4 - 7 yrs,Ahmedabad,Data Analyst,1100000,R,Languages
UPL,10+ yrs,Bangalore,Software Engineer,3900000,C,Languages
Geakminds Technologies Private Limited,10+ yrs,Bangalore,Software Engineer,4400000,Azure,Cloud
Global Employees,10+ yrs,Bangalore,Software Engineer,4900000,Java,Languages
Target,10+ yrs,Bangalore,DevOps Engineer,3300000,Oracle,Cloud
eClerx,10+ yrs,Bangalore,Data Scientist,3100000,Spark,Tools
Sejal Consulting Hub,10+ yrs,Bangalore,Data Analyst,3900000,Excel,Tools
Pfizer,10+ yrs,Bangalore,Data Scientist,4200000,Spark,Tools
Michelin,10+ yrs,Bangalore,Data Scientist,3400000,Flask,Frameworks
Pfizer,10+ yrs,Bangalore,Software Engineer,3100000,Azure,Cloud
Walmart,10+ yrs,Bangalore,Software Engineer,4100000,Azure,Cloud
Mavenir,10+ yrs,Bangalore,Software Engineer,3900000,Java,Languages
Applied Materials,10+ yrs,Bangalore,Data Analyst,3900000,Excel,Tools
Ericsson,10+ yrs,Bangalore,Data Analyst,3400000,R,Languages
Maestro Headhunters LLP,10+ yrs,Bangalore,Data Analyst,4300000,Python,Languages
TRH Consultancy Services,10+ yrs,Bangalore,Data Analyst,3700000,Python,Languages
Axcess Consultancy Services,10+ yrs,Bangalore,Data Analyst,3800000,Python,Languages
Accumed Practice Management DMCC,10+ yrs,Bangalore,Data Analyst,3500000,Python,Languages
TransOrg Solutions Services (P) Ltd.,10+ yrs,Bangalore,DevOps Engineer,3300000,Prometheus,Tools
Walmart,10+ yrs,Bangalore,DevOps Engineer,3600000,Python,Languages
cliqhr.com,10+ yrs,Bangalore,DevOps Engineer,3000000,Oracle,Cloud
Target,10+ yrs,Bangalore,DevOps Engineer,3800000,Oracle,Cloud
Liquiloans,10+ yrs,Bangalore,Data Scientist,3500000,Flask,Frameworks
IBM,10+ yrs,Bangalore,Data Scientist,3400000,Flask,Frameworks
Peoplefy Infosolutions Pvt. Ltd.,10+ yrs,Bangalore,Data Scientist,3200000,Flask,Frameworks
Creative Hands HR Consultancy,10+ yrs,Bangalore,Data Scientist,4300000,Flask,Frameworks
PayPal,10+ yrs,Bangalore,Data Scientist,3000000,Python,Languages
PayPal,10+ yrs,Bangalore,Data Scientist,4500000,Python,Languages
Aurigo Software Technologies Pvt Ltd,10+ yrs,Bangalore,DevOps Engineer,2800000,Prometheus,Tools
Aidetic Software Pvt Ltd,10+ yrs,Bangalore,DevOps Engineer,3900000,Python,Languages
TEOCO Software,10+ yrs,Bangalore,DevOps Engineer,3500000,Prometheus,Tools
2Coms,10+ yrs,Bangalore,DevOps Engineer,3400000,Python,Languages
NSE.IT Ltd,10+ yrs,Bangalore,Data Scientist,4200000,Python,Languages
NSE.IT Ltd,10+ yrs,Bangalore,Data Scientist,3000000,AWS,Cloud
Virtue Analytics,10+ yrs,Bangalore,DevOps Engineer,3900000,Oracle,Cloud
Virtue Analytics,10+ yrs,Bangalore,DevOps Engineer,3500000,Python,Languages
Virtue Analytics,10+ yrs,Bangalore,Data Scientist,3800000,Python,Languages
UNBXD Software Pvt Ltd,10+ yrs,Bangalore,DevOps Engineer,3700000,Oracle,Cloud
Coditas Technologies Pvt Ltd,10+ yrs,Bangalore,DevOps Engineer,3700000,Python,Languages
AXA Technology Services India Pvt. Ltd,10+ yrs,Bangalore,DevOps Engineer,3500000,Python,Languages
Peoplefy Infosolutions Pvt. Ltd.,10+ yrs,Bangalore,DevOps Engineer,2900000,Python,Languages
SAP India Pvt.Ltd,10+ yrs,Bangalore,DevOps Engineer,3000000,Python,Languages
GENINVO TECHNOLOGIES PRIVATE LIMITED,10+ yrs,Bangalore,DevOps Engineer,3800000,Python,Languages
Sriiom Human Resource Solutions LLP,10+ yrs,Bangalore,DevOps Engineer,3000000,Python,Languages
TALENT500 TECH (INDIA) PRIVATE LIMITED,10+ yrs,Bangalore,Data Scientist,3900000,Spark,Tools
